735,729,59672.9,49
710,701,59148.8,145
701,691,58673.4,80
691,676,57795.9,497
668,665,54429.3,91
665,657,53431.8,34
647,636,52801.3,16
627,618,52424.2,244
604,603,50384.8,391
603,594,49463.4,61
594,579,47139.6,68
579,575,46760.9,21
575,567,46438.1,25
567,551,46345.7,154
551,545,46228.1,16
545,539,45332.1,77
539,530,45173.6,135
247,243,22139.4,169
243,232,21855.4,75
125,110,12558.1,203
232,225,20856.5,251
225,211,20457.9,371
192,181,15911.1,165
74,64,8394.82,9
172,168,14186.3,38
408,403,34251.1,176
713,710,59333.3,73
332,316,28214.3,156
205,192,16710,118
155,147,13894.9,45
28,26,3580.67,106
147,136,13771.6,139
372,363,31383,175
676,668,57288.1,171
168,155,14090.9,22
636,627,52541.6,118
54,38,6798.77,224
181,172,15168,18
729,713,59618.6,31
94,84,9593.06,69
211,205,18908.9,131
84,74,8840.62,172
26,16,2447.44,311
451,443,40283.1,48
478,470,42423.6,118
64,61,7292.23,76
61,54,7253.94,316
16,6,1890.7,58
130,125,12657.9,88
101,94,10743.9,134
258,247,23284.2,43
267,258,24241.6,186
279,267,25887.3,156
288,279,26286.6,290
38,28,5024.82,173
292,288,26521.1,76
298,292,26671.4,30
357,344,29902.1,33
441,430,39246.1,430
314,298,27282.9,13
618,604,51697.3,164
110,101,12116.8,187
491,478,42760.5,88
344,335,29709.2,213
657,647,52982.6,55
530,514,44753.3,5
403,390,33067.8,91
335,332,29552.3,17
462,451,41154.2,128
363,357,30947.4,29
6,-1,219.775,1
514,513,43951,105
387,372,31529.8,84
136,130,13525,15
390,387,32085.9,17
421,408,36357.1,193
430,421,38893.4,379
316,314,28131,122
443,441,39544.4,51
470,462,41903.5,152
504,491,43286.8,49
513,504,43936.5,92
